source_url,target_url,source_title,target_title,reason,batch
https://bitcoininfonews.com/ibm-anthropic-ai-partnership-2/,https://bitcoininfonews.com/ibm-anthropic-ai-partnership/,IBM Shares Surge After Announcing Anthropic AI Partnership,IBM Shares Surge After Announcing Anthropic AI Partnership,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/illinois-crypto-consumer-protection-laws-2/,https://bitcoininfonews.com/illinois-crypto-consumer-protection-laws/,Illinois Enacts New Crypto Consumer Protection Laws,Illinois Enacts Crypto Consumer Protection Bills,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/jpmorgan-bitcoin-ethereum-loan-collateral-2/,https://bitcoininfonews.com/jpmorgan-bitcoin-ethereum-loan-collateral/,JPMorgan to Accept Bitcoin and Ethereum as Loan Collateral,JPMorgan Integrates Bitcoin and Ethereum as Loan Collateral,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/jpmorgan-clients-buy-bitcoin-105300/,https://bitcoininfonews.com/jpmorgan-clients-buy-bitcoin/,"JPMorgan Clients Can Buy Bitcoin at $105,300","JPMorgan Opens Bitcoin Buying to Clients, No Custody Services",numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/jpmorgan-clients-buy-bitcoin-2/,https://bitcoininfonews.com/jpmorgan-clients-buy-bitcoin/,JPMorgan Allows Bitcoin Purchases; CEO Remains Skeptical,"JPMorgan Opens Bitcoin Buying to Clients, No Custody Services",numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/libre-tokenizes-500m-telegram-bonds-2/,https://bitcoininfonews.com/libre-tokenizes-500m-telegram-bonds/,Libre Tokenizes $500M Telegram Bonds on TON Network,Libre Tokenizes $500M of Telegram Bonds on TON Blockchain,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/meta-anduril-military-xr-headsets-2/,https://bitcoininfonews.com/meta-anduril-military-xr-headsets/,Meta and Anduril Partner to Develop Military XR Headsets,Meta Partners with Anduril for Military XR Gear,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/meta-rejects-bitcoin-treasury-proposal-2/,https://bitcoininfonews.com/meta-rejects-bitcoin-treasury-proposal/,Meta Platforms Rejects Bitcoin Treasury Proposal,Meta Shareholders Reject Bitcoin Treasury Allocation Proposal,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/meta-rejects-bitcoin-treasury-proposal-3/,https://bitcoininfonews.com/meta-rejects-bitcoin-treasury-proposal/,Meta Rejects Bitcoin Adoption for Corporate Treasury,Meta Shareholders Reject Bitcoin Treasury Allocation Proposal,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/meta-shareholders-reject-bitcoin-proposal-2/,https://bitcoininfonews.com/meta-shareholders-reject-bitcoin-proposal/,Meta Shareholders Reject Bitcoin Treasury Proposal,Meta Shareholders Reject Bitcoin Treasury Proposal,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/meta-shareholders-reject-bitcoin-treasury-2/,https://bitcoininfonews.com/meta-shareholders-reject-bitcoin-treasury/,Meta Shareholders Reject Bitcoin Addition to Treasury Reserves,Meta Shareholders Reject Bitcoin Treasury Proposal,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/metaplanet-expands-bitcoin-holdings-2/,https://bitcoininfonews.com/metaplanet-expands-bitcoin-holdings/,Metaplanet Secures $54 Million to Expand Bitcoin Holdings,Metaplanet Expands Bitcoin Holdings with Bold Investment Strategy,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/michael-saylor-bitcoin-purchase-signals-2/,https://bitcoininfonews.com/michael-saylor-bitcoin-purchase-signals/,Michael Saylor Hints at New Bitcoin Purchases by Strategy Inc.,Michael Saylor Signals New Strategy Bitcoin Purchases,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/michael-saylor-bitcoin-strategy-impact-2/,https://bitcoininfonews.com/michael-saylor-bitcoin-strategy-impact/,"Michael Saylor's Bitcoin Strategy Boosts MSTR by 3,558%",Michael Saylor's Bitcoin Strategy Signals Future Market Impact,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/microstrategy-index-exclusion-bitcoin-risk-2/,https://bitcoininfonews.com/microstrategy-index-exclusion-bitcoin-risk/,MicroStrategy Faces Index Exclusion Amid Bitcoin Asset Risks,MicroStrategy Faces Potential Index Exclusion Over Bitcoin Exposure,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/morgan-stanley-crypto-etf-adoption-still-early-advisor-access-slow-2/,https://bitcoininfonews.com/morgan-stanley-crypto-etf-adoption-still-early-advisor-access-slow/,Morgan Stanley Says Crypto ETF Adoption Is Still Early as Advisor Access Expands Slowly,Morgan Stanley Says Crypto ETF Adoption Is Still Early as Advisor Access Expands Slowly,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/native-markets-hyperliquid-usdh-stablecoin-2/,https://bitcoininfonews.com/native-markets-hyperliquid-usdh-stablecoin/,Native Markets Secures Launch of Hyperliquid's USDH Stablecoin,Native Markets Poised to Issue Hyperliquid's USDH Stablecoin,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/new-crypto-zkp-commands-market-attention-with-massive-5m-giveaway-as-sol-xmr-consolidate-2/,https://bitcoininfonews.com/new-crypto-zkp-commands-market-attention-with-massive-5m-giveaway-as-sol-xmr-consolidate/,New Crypto ZKP Commands Market Attention with Massive $5M Giveaway as SOL & XMR Consolidate,New Crypto ZKP Commands Market Attention with Massive $5M Giveaway as SOL & XMR Consolidate,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/nyc-comptroller-rejects-bitcoin-bond-2/,https://bitcoininfonews.com/nyc-comptroller-rejects-bitcoin-bond/,NYC Comptroller Rejects Mayor's Bitcoin Bond Proposal,NYC Comptroller Blocks Mayor Adams’s Bitcoin Bond Proposal,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/optimism-op-token-unlock-april-2025-2/,https://bitcoininfonews.com/optimism-op-token-unlock-april-2025/,Optimism's April 2025 OP Token Unlock Scheduled,Optimism Schedules 81 Million OP Token Unlock for April 2025,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/paul-atkins-sec-chair-crypto-2/,https://bitcoininfonews.com/paul-atkins-sec-chair-crypto/,"Paul Atkins Appointed SEC Chair, Focuses on Crypto Regulation",Paul Atkins Appointed SEC Chairman Amid Crypto Regulatory Shifts,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/pi-coin-forecast-hyperliquid-analysis-and-blockdags-386m-presale-momentum-2/,https://bitcoininfonews.com/pi-coin-forecast-hyperliquid-analysis-and-blockdags-386m-presale-momentum/,"Pi Coin Forecast, Hyperliquid Analysis, and BlockDAG’s $386M Presale Momentum","Pi Coin Forecast, Hyperliquid Analysis, and BlockDAG’s $386M Presale Momentum",numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-indirect-kraken-stake-2/,https://bitcoininfonews.com/republic-europe-indirect-kraken-stake/,Republic Europe Offers Indirect Kraken Stake Pre-IPO,Republic Europe Offers Indirect Kraken Stake Pre-IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-indirect-kraken-stake-3/,https://bitcoininfonews.com/republic-europe-indirect-kraken-stake/,Republic Europe Offers Indirect Kraken Stake to Retail Investors,Republic Europe Offers Indirect Kraken Stake Pre-IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-indirect-kraken-stake-4/,https://bitcoininfonews.com/republic-europe-indirect-kraken-stake/,Republic Europe Offers Indirect Kraken Stake to Retail Investors,Republic Europe Offers Indirect Kraken Stake Pre-IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-indirect-kraken-stake-5/,https://bitcoininfonews.com/republic-europe-indirect-kraken-stake/,Republic Europe Proposes Indirect Kraken Stake Ahead Of IPO,Republic Europe Offers Indirect Kraken Stake Pre-IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-equity-access-2/,https://bitcoininfonews.com/republic-europe-kraken-equity-access/,Republic Europe Opens SPV for Kraken Equity Access,Republic Europe Offers Retail Investors Access to Kraken Equity,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-equity-access-3/,https://bitcoininfonews.com/republic-europe-kraken-equity-access/,Republic Europe Launches SPV for Kraken Equity Exposure,Republic Europe Offers Retail Investors Access to Kraken Equity,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-equity-access-4/,https://bitcoininfonews.com/republic-europe-kraken-equity-access/,Republic Europe Enables Kraken Equity for Retail Investors,Republic Europe Offers Retail Investors Access to Kraken Equity,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-equity-access-5/,https://bitcoininfonews.com/republic-europe-kraken-equity-access/,Republic Europe Enables Indirect Kraken Equity Access,Republic Europe Offers Retail Investors Access to Kraken Equity,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-equity-access-6/,https://bitcoininfonews.com/republic-europe-kraken-equity-access/,Republic Europe Gives Retail Access to Kraken Equity Pre-IPO,Republic Europe Offers Retail Investors Access to Kraken Equity,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-equity-access-7/,https://bitcoininfonews.com/republic-europe-kraken-equity-access/,Republic Europe Launches SPV for European Kraken Equity Access,Republic Europe Offers Retail Investors Access to Kraken Equity,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-equity-access-8/,https://bitcoininfonews.com/republic-europe-kraken-equity-access/,Republic Europe Enables Retail Investors' Indirect Access to Kraken,Republic Europe Offers Retail Investors Access to Kraken Equity,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-equity-access-9/,https://bitcoininfonews.com/republic-europe-kraken-equity-access/,Republic Europe Offers Retail Access to Kraken Equity,Republic Europe Offers Retail Investors Access to Kraken Equity,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-equity-spv-10/,https://bitcoininfonews.com/republic-europe-kraken-equity-spv/,Republic Europe Offers Retail Access to Kraken Equity via SPV,Republic Europe Offers Indirect Kraken Stake Pre-IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-equity-spv-11/,https://bitcoininfonews.com/republic-europe-kraken-equity-spv/,Republic Europe SPV Offers Access to Kraken Equity,Republic Europe Offers Indirect Kraken Stake Pre-IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-equity-spv-12/,https://bitcoininfonews.com/republic-europe-kraken-equity-spv/,Republic Europe Offers Kraken Equity SPV to Retail Investors,Republic Europe Offers Indirect Kraken Stake Pre-IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-equity-spv-2/,https://bitcoininfonews.com/republic-europe-kraken-equity-spv/,Republic Europe Offers SPV for Kraken Equity Before IPO,Republic Europe Offers Indirect Kraken Stake Pre-IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-equity-spv-3/,https://bitcoininfonews.com/republic-europe-kraken-equity-spv/,Republic Europe Offers Indirect Kraken Equity Pre-IPO,Republic Europe Offers Indirect Kraken Stake Pre-IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-equity-spv-4/,https://bitcoininfonews.com/republic-europe-kraken-equity-spv/,Republic Europe Launches SPV for Kraken Equity Access,Republic Europe Offers Indirect Kraken Stake Pre-IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-equity-spv-5/,https://bitcoininfonews.com/republic-europe-kraken-equity-spv/,Republic Europe Offers Kraken Equity to Retail Investors via SPV,Republic Europe Offers Indirect Kraken Stake Pre-IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-equity-spv-6/,https://bitcoininfonews.com/republic-europe-kraken-equity-spv/,Republic Europe Launches SPV for Kraken Equity Pre-IPO,Republic Europe Offers Indirect Kraken Stake Pre-IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-equity-spv-7/,https://bitcoininfonews.com/republic-europe-kraken-equity-spv/,Republic Europe Launches SPV for Kraken Equity Exposure,Republic Europe Offers Indirect Kraken Stake Pre-IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-equity-spv-8/,https://bitcoininfonews.com/republic-europe-kraken-equity-spv/,Republic Europe Launches SPV for Kraken Equity Pre-IPO,Republic Europe Offers Indirect Kraken Stake Pre-IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-equity-spv-9/,https://bitcoininfonews.com/republic-europe-kraken-equity-spv/,Republic Europe Launches Kraken Equity SPV for Retail Investors,Republic Europe Offers Indirect Kraken Stake Pre-IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-indirect-stake-2/,https://bitcoininfonews.com/republic-europe-kraken-indirect-stake/,Republic Europe Offers Indirect Stake in Kraken Pre-IPO,Republic Europe Offers Indirect Kraken Stake via SPV,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-indirect-stake-3/,https://bitcoininfonews.com/republic-europe-kraken-indirect-stake/,Republic Europe Offers Indirect Stake in Kraken Pre-IPO,Republic Europe Offers Indirect Kraken Stake via SPV,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-investment-2/,https://bitcoininfonews.com/republic-europe-kraken-investment/,Republic Europe Enables Retail Investment in Kraken Pre-IPO,Republic Europe Launches SPV for Retail Investment in Kraken,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-investment-3/,https://bitcoininfonews.com/republic-europe-kraken-investment/,Republic Europe Launches SPV for Kraken Investment,Republic Europe Launches SPV for Retail Investment in Kraken,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-investment-4/,https://bitcoininfonews.com/republic-europe-kraken-investment/,Republic Europe Opens Retail Investment in Kraken Pre-IPO,Republic Europe Launches SPV for Retail Investment in Kraken,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-investment-5/,https://bitcoininfonews.com/republic-europe-kraken-investment/,Republic Europe Speculated Involvement in Kraken Investment,Republic Europe Launches SPV for Retail Investment in Kraken,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-access-2/,https://bitcoininfonews.com/republic-europe-kraken-ipo-access/,Republic Europe SPV Offers Retail Access to Kraken IPO,Republic Europe Offers Kraken IPO Access to Retail Investors,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-access-3/,https://bitcoininfonews.com/republic-europe-kraken-ipo-access/,Republic Europe Presents SPV for Kraken's Upcoming IPO Access,Republic Europe Offers Kraken IPO Access to Retail Investors,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-access-4/,https://bitcoininfonews.com/republic-europe-kraken-ipo-access/,Republic Europe Launches SPV for Kraken IPO Access,Republic Europe Offers Kraken IPO Access to Retail Investors,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-access-5/,https://bitcoininfonews.com/republic-europe-kraken-ipo-access/,Republic Europe Allows Retail Access to Kraken Pre-IPO,Republic Europe Offers Kraken IPO Access to Retail Investors,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-access-6/,https://bitcoininfonews.com/republic-europe-kraken-ipo-access/,Republic Europe Launches SPV for Kraken's IPO Access,Republic Europe Offers Kraken IPO Access to Retail Investors,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-access-7/,https://bitcoininfonews.com/republic-europe-kraken-ipo-access/,Republic Europe Launches SPV for Kraken IPO Access,Republic Europe Offers Kraken IPO Access to Retail Investors,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-access-8/,https://bitcoininfonews.com/republic-europe-kraken-ipo-access/,Republic Europe Offers Indirect Access to Kraken IPO,Republic Europe Offers Kraken IPO Access to Retail Investors,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-access-9/,https://bitcoininfonews.com/republic-europe-kraken-ipo-access/,Republic Europe Considers Retail Access to Kraken IPO,Republic Europe Offers Kraken IPO Access to Retail Investors,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-investment-2/,https://bitcoininfonews.com/republic-europe-kraken-ipo-investment/,Republic Europe Offers Indirect Stake in Kraken IPO,Republic Europe Offers Retail Investors Access to Kraken IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-investment-3/,https://bitcoininfonews.com/republic-europe-kraken-ipo-investment/,Republic Europe Launches SPV for Kraken IPO Stake,Republic Europe Offers Retail Investors Access to Kraken IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-investment-4/,https://bitcoininfonews.com/republic-europe-kraken-ipo-investment/,Retail Investors Access Kraken Equity via Republic Europe's SPV,Republic Europe Offers Retail Investors Access to Kraken IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-investment-5/,https://bitcoininfonews.com/republic-europe-kraken-ipo-investment/,Republic Europe Launches SPV for Kraken Pre-IPO Investment,Republic Europe Offers Retail Investors Access to Kraken IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-investment-6/,https://bitcoininfonews.com/republic-europe-kraken-ipo-investment/,Republic Europe Offers Indirect Kraken Investment Pre-IPO,Republic Europe Offers Retail Investors Access to Kraken IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-investment-7/,https://bitcoininfonews.com/republic-europe-kraken-ipo-investment/,Republic Europe Offers Indirect Kraken Stake Pre-IPO,Republic Europe Offers Retail Investors Access to Kraken IPO,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-spv-10/,https://bitcoininfonews.com/republic-europe-kraken-ipo-spv/,Republic Europe Launches SPV for Kraken IPO Access,Republic Europe Launches SPV for Kraken IPO Participation,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-spv-11/,https://bitcoininfonews.com/republic-europe-kraken-ipo-spv/,Republic Europe Unveils SPV for Kraken IPO Access,Republic Europe Launches SPV for Kraken IPO Participation,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-spv-12/,https://bitcoininfonews.com/republic-europe-kraken-ipo-spv/,Republic Europe Launches SPV for Kraken IPO Access,Republic Europe Launches SPV for Kraken IPO Participation,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-spv-13/,https://bitcoininfonews.com/republic-europe-kraken-ipo-spv/,Republic Europe Announces SPV for Kraken IPO Access,Republic Europe Launches SPV for Kraken IPO Participation,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-spv-14/,https://bitcoininfonews.com/republic-europe-kraken-ipo-spv/,Republic Europe Offers Retail Access to Kraken SPV,Republic Europe Launches SPV for Kraken IPO Participation,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-spv-15/,https://bitcoininfonews.com/republic-europe-kraken-ipo-spv/,Republic Europe Opens SPV for Kraken Ahead of IPO,Republic Europe Launches SPV for Kraken IPO Participation,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-spv-16/,https://bitcoininfonews.com/republic-europe-kraken-ipo-spv/,Republic Europe Plans SPV for Kraken IPO Stake Offering,Republic Europe Launches SPV for Kraken IPO Participation,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-spv-2/,https://bitcoininfonews.com/republic-europe-kraken-ipo-spv/,Republic Europe Launches SPV for Kraken IPO Entry,Republic Europe Launches SPV for Kraken IPO Participation,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/republic-europe-kraken-ipo-spv-3/,https://bitcoininfonews.com/republic-europe-kraken-ipo-spv/,Republic Europe Launches SPV for Kraken IPO Access,Republic Europe Launches SPV for Kraken IPO Participation,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
