url,reason,live_status_code,live_location,decision
https://bitcoininfonews.com/179-million-crypto-contracts-liquidated-24-hours-longs-shorts-hit/,Closest winner still weak: https://bitcoininfonews.com/179-million-crypto-liquidations-24-hours/,404,,keep_404
https://bitcoininfonews.com/179-million-crypto-contracts-liquidated-24-hours/,Closest winner still weak: https://bitcoininfonews.com/179-million-crypto-liquidations-24-hours/,404,,keep_404
https://bitcoininfonews.com/183-million-crypto-liquidations-one-hour-longs-biggest-hit/,Closest winner still weak: https://bitcoininfonews.com/183-million-crypto-liquidations-one-hour-long-positions/,404,,keep_404
https://bitcoininfonews.com/193-million-in-crypto-liquidations-hit-in-24-hours-as-shorts-get-squeezed/,Closest winner still weak: https://bitcoininfonews.com/193-million-crypto-liquidations-24-hours-short-positions/,404,,keep_404
https://bitcoininfonews.com/3-token-unlocks-late-march-2026-zro-h-gunz-schedules/,Closest winner still weak: https://bitcoininfonews.com/token-unlocks-march-2026-zro-humanity-protocol-gunz/,404,,keep_404
https://bitcoininfonews.com/3-token-unlocks-late-march-2026-zro-h-gunz/,Closest winner still weak: https://bitcoininfonews.com/token-unlocks-march-2026-zro-humanity-protocol-gunz/,404,,keep_404
https://bitcoininfonews.com/631-million-crypto-contracts-liquidated-24-hours/,Closest winner still weak: https://bitcoininfonews.com/631-million-crypto-liquidations-24-hours/,404,,keep_404
https://bitcoininfonews.com/631-million-in-crypto-contracts-liquidated-in-24-hours/,Closest winner still weak: https://bitcoininfonews.com/631-million-crypto-liquidations-24-hours/,404,,keep_404
https://bitcoininfonews.com/73m-crypto-liquidations-hit-markets-24-hours-longs-absorb-losses/,Closest winner still weak: https://bitcoininfonews.com/341m-crypto-liquidations-shorts-24-hours/,404,,keep_404
https://bitcoininfonews.com/73m-crypto-liquidations-hit-markets-24-hours/,Closest winner still weak: https://bitcoininfonews.com/341m-crypto-liquidations-shorts-24-hours/,404,,keep_404
https://bitcoininfonews.com/73m-in-crypto-liquidations-hit-markets-in-24-hours-longs-absorb-most-losses/,Closest winner still weak: https://bitcoininfonews.com/341m-crypto-liquidations-shorts-24-hours/,404,,keep_404
https://bitcoininfonews.com/?p=34903,Closest winner still weak: https://bitcoininfonews.com/s-p-500-recovers-5600-swing/,404,,keep_404
https://bitcoininfonews.com/?p=34937,Closest winner still weak: https://bitcoininfonews.com/s-p-500-recovers-5600-swing/,404,,keep_404
https://bitcoininfonews.com/banque-syz-family-feud-over-crypto-strategy-ends-with-heirs-departure-to-start-own-firm/,Closest winner still weak: https://bitcoininfonews.com/banque-syz-crypto-family-feud-heir-departure/,404,,keep_404
https://bitcoininfonews.com/binance-alpha-airdrop-opens-today-240-points-minimum-required/,Closest winner still weak: https://bitcoininfonews.com/binance-alpha-airdrop-today-1800-240-points/,404,,keep_404
https://bitcoininfonews.com/binance-alpha-airdrop-opens-today/,Closest winner still weak: https://bitcoininfonews.com/binance-alpha-airdrop-today-1800-240-points/,404,,keep_404
https://bitcoininfonews.com/bis-retail-gold-purchases-triple-six-months-institutions-accelerate-selling/,Closest winner still weak: https://bitcoininfonews.com/bis-retail-gold-purchases-tripled-institutional-selling/,404,,keep_404
https://bitcoininfonews.com/bis-retail-gold-purchases-triple-six-months-institutions-selling/,Closest winner still weak: https://bitcoininfonews.com/bis-retail-gold-purchases-tripled-institutional-selling/,404,,keep_404
https://bitcoininfonews.com/bitcoin-125k-etf-regulatory-change/source1,No live winner candidate shared enough tokens.,404,,keep_404_no_candidate
https://bitcoininfonews.com/bitcoin-and-ethereum-options-worth-1-97-billion-expire-today/,Closest winner still weak: https://bitcoininfonews.com/bitcoin-ethereum-options-expiry-1-97-billion/,404,,keep_404
https://bitcoininfonews.com/bitcoin-bottom-not-in-yet-analyst-warns-of-slide-toward-40000/,Closest winner still weak: https://bitcoininfonews.com/bitcoin-bottom-not-in-analyst-warns-40000-zone/,404,,keep_404
https://bitcoininfonews.com/bitcoin-breaks-71000-as-btc-posts-1-62-daily-gain/,Closest winner still weak: https://bitcoininfonews.com/bitcoin-breaks-71000-btc-daily-gain/,404,,keep_404
https://bitcoininfonews.com/bitcoin-enters-reset-period-after-pullback-from-highs-what-the-consolidation-means/,Closest winner still weak: https://bitcoininfonews.com/bitcoin-reset-period-consolidation-pullback-price-analysis/,404,,keep_404
https://bitcoininfonews.com/bitcoin-etf-multiplier-effect-cory-klippstens-btc-case/,Closest winner still weak: https://bitcoininfonews.com/bitcoin-etf-multiplier-effect-cory-klippsten/,404,,keep_404
https://bitcoininfonews.com/bitcoin-etf-outflows-accelerate-risk-assets-face-broad-sell-off/,Closest winner still weak: https://bitcoininfonews.com/bitcoin-etf-outflows-us-stock-etfs-risk-assets-sell-off/,404,,keep_404
https://bitcoininfonews.com/bitcoin-ethereum-options-expire-today/,Closest winner still weak: https://bitcoininfonews.com/bitcoin-options-expire-halloween/,404,,keep_404
https://bitcoininfonews.com/bitcoin-ethereum-trend-release-phase-etf-inflows-short-covering/,Closest winner still weak: https://bitcoininfonews.com/gate-research-btc-eth-trend-release-phase-etf-inflows-short-covering/,404,,keep_404
https://bitcoininfonews.com/bitcoin-low-volatility-65k-support/,Closest winner still weak: https://bitcoininfonews.com/bitcoin-volatility-100k-104k-support/,404,,keep_404
https://bitcoininfonews.com/bitcoin-price-down-today-btc-tests-below-65000-liquidations-key-data/,Closest winner still weak: https://bitcoininfonews.com/why-is-bitcoin-price-down-today/,404,,keep_404
https://bitcoininfonews.com/bitcoin-spot-etfs-record-167m-net-inflow-ending-3-day-outflow-streak/,Closest winner still weak: https://bitcoininfonews.com/bitcoin-spot-etfs-348m-outflow/,404,,keep_404
https://bitcoininfonews.com/bitcoin-steadies-after-sell-off-crypto-news-march-23-2026/,Closest winner still weak: https://bitcoininfonews.com/bitcoin-crypto-news-march-23-2026/,404,,keep_404
https://bitcoininfonews.com/bitcoin-supercycle-record-low-retail-demand-meets-18b-etf-flows/,Closest winner still weak: https://bitcoininfonews.com/bitcoin-supercycle-retail-demand-etf-flows/,404,,keep_404
https://bitcoininfonews.com/bitget-delist-blum-usdt-less-than-year-after-listing/,Closest winner still weak: https://bitcoininfonews.com/bitget-delist-blum-usdt/,404,,keep_404
https://bitcoininfonews.com/bitget-to-delist-blum-usdt-less-than-year-after-listing/,Closest winner still weak: https://bitcoininfonews.com/bitget-delist-blum-usdt/,404,,keep_404
https://bitcoininfonews.com/bitmax-denies-selling-bitcoin-says-overseas-transfers-are-a-security-measure/,Closest winner still weak: https://bitcoininfonews.com/bitmax-denies-selling-bitcoin-overseas-exchange-transfers-security/,404,,keep_404
https://bitcoininfonews.com/blackrock-ceo-projects-500m-annual-crypto-revenue-within-five-years/,Closest winner still weak: https://bitcoininfonews.com/blackrock-ceo-crypto-500-million-annual-revenue/,404,,keep_404
https://bitcoininfonews.com/blackrock-ceo-projects-500m-annual-crypto-revenue/,Closest winner still weak: https://bitcoininfonews.com/blackrock-ceo-crypto-500-million-annual-revenue/,404,,keep_404
https://bitcoininfonews.com/blackrock-ethereum-etf-surpasses-250m-aum-first-week-trading/,Closest winner still weak: https://bitcoininfonews.com/blackrock-ethereum-etf-250-million-aum-first-week/,404,,keep_404
https://bitcoininfonews.com/blackrock-ethereum-etf-surpasses-250m-aum-in-first-week-of-trading/,Closest winner still weak: https://bitcoininfonews.com/blackrock-ethereum-etf-250-million-aum-first-week/,404,,keep_404
https://bitcoininfonews.com/blockdag-trademay30-cardano-hyperliquid/,Closest winner still weak: https://bitcoininfonews.com/blockdag-drops-trademay30-code-for-early-supporters-more-updates-on-cardano-crypto-stability-hyperliquid-coin-trend/,404,,keep_404
https://bitcoininfonews.com/boyaa-interactive-sets-70-million-budget-to-acquire-cryptocurrency/,Closest winner still weak: https://bitcoininfonews.com/boyaa-interactive-70-million-cryptocurrency-acquisition/,404,,keep_404
https://bitcoininfonews.com/brazilian-hackers-google-play-crypto-usdt/,Closest winner still weak: https://bitcoininfonews.com/brazil-fake-google-play-store-crypto-mining-usdt-theft/,404,,keep_404
https://bitcoininfonews.com/brazilian-hackers-use-fake-google-play-store-to-mine-crypto-and-steal-usdt/,Closest winner still weak: https://bitcoininfonews.com/brazil-fake-google-play-store-crypto-mining-usdt-theft/,404,,keep_404
https://bitcoininfonews.com/btc-whale-183m-long-position-price-targets/,Closest winner still weak: https://bitcoininfonews.com/btc-whale-183-million-long-position-10-targets/,404,,keep_404
https://bitcoininfonews.com/btc-whale-opens-183m-long-position-eyes-10-price-targets/,Closest winner still weak: https://bitcoininfonews.com/btc-whale-183-million-long-position-10-targets/,404,,keep_404
https://bitcoininfonews.com/cdn-cgi/l/email-protection,Closest winner still weak: https://bitcoininfonews.com/trumps-law-defi-irs-protection/,404,,keep_404
https://bitcoininfonews.com/chainlinks-rise-storys-struggles-cold-wallets-6-4m-presale-at-0-00998-stands-out/IMAGE_URL,Closest winner still weak: https://bitcoininfonews.com/openai-image-generator-release/,404,,keep_404
https://bitcoininfonews.com/circle-unveils-new-token-to-give-bitcoin-more-utility/,Closest winner still weak: https://bitcoininfonews.com/circle-new-token-bitcoin-utility/,404,,keep_404
https://bitcoininfonews.com/citibank-estimates-hong-kong-stablecoin-market-at-hk124-8-billion-as-licensed-exchanges-eye-gains/,Closest winner still weak: https://bitcoininfonews.com/citibank-hong-kong-stablecoin-market-hk124-billion/,404,,keep_404
https://bitcoininfonews.com/coin-center-trump-admin-pro-crypto-rhetoric-clashes-with-ongoing-lawsuits-against-privacy-developers/,Closest winner still weak: https://bitcoininfonews.com/coin-center-trump-crypto-privacy-developers-dilemma/,404,,keep_404
https://bitcoininfonews.com/coin-center-trump-admin-pro-crypto-rhetoric-lawsuits-privacy-developers/,Closest winner still weak: https://bitcoininfonews.com/coin-center-trump-crypto-privacy-developers-dilemma/,404,,keep_404
https://bitcoininfonews.com/coin-center-trump-admins-pro-crypto-rhetoric-clashes-with-ongoing-lawsuits-against-privacy-developers/,Closest winner still weak: https://bitcoininfonews.com/coin-center-trump-crypto-privacy-developers-dilemma/,404,,keep_404
https://bitcoininfonews.com/coinbase-stablecoin-integration-2025/path/to/image.jpg,Closest winner still weak: https://bitcoininfonews.com/openai-image-generator-release/,404,,keep_404
https://bitcoininfonews.com/coinbase-to-launch-icnt-usd-spot-trading-pair-for-impossible-cloud-network/,Closest winner still weak: https://bitcoininfonews.com/coinbase-icnt-usd-impossible-cloud-network-listing/,404,,keep_404
https://bitcoininfonews.com/coinpayments-and-osl-group-partner-to-expand-crypto-services-in-asia-pacific/,Closest winner still weak: https://bitcoininfonews.com/coinpayments-osl-group-asia-pacific-partnership/,404,,keep_404
https://bitcoininfonews.com/coinpayments-osl-group-partner-expand-crypto-services-asia-pacific/,Closest winner still weak: https://bitcoininfonews.com/coinpayments-osl-group-asia-pacific-partnership/,404,,keep_404
https://bitcoininfonews.com/comparing-market-value-xrp-dogecoin-chainlink-blockdag-lead-the-top-performing-crypto-today/,Closest winner still weak: https://bitcoininfonews.com/blockdags-0276-presale-surpasses-xrp-volumes-and-dogecoin-breakout-in-best-performing-crypto-today/,404,,keep_404
https://bitcoininfonews.com/crypto-high-forecast-analysis/www.tygrx.com,Closest winner still weak: https://bitcoininfonews.com/trump-crypto-com-partnership/,404,,keep_404
https://bitcoininfonews.com/crypto-implied-volatility-stays-high-gold-oil-vol-retreats/,Closest winner still weak: https://bitcoininfonews.com/gate-research-cryptocurrency-implied-volatility-high-gold-oil-retreat/,404,,keep_404
https://bitcoininfonews.com/crypto-liquidations-hit-193-million-24-hours-shorts-squeezed/,Closest winner still weak: https://bitcoininfonews.com/193-million-crypto-liquidations-24-hours-short-positions/,404,,keep_404
https://bitcoininfonews.com/crypto-market-drops-btc-falls-below-71000-layer-2-tokens-plunge/,Closest winner still weak: https://bitcoininfonews.com/crypto-market-drops-second-day-btc-below-71000-layer-2-decline/,404,,keep_404
https://bitcoininfonews.com/crypto-news-roundup-key-developments-from-march-25-26-2026/,Closest winner still weak: https://bitcoininfonews.com/crypto-news-march-25-26-2026/,404,,keep_404
https://bitcoininfonews.com/crypto-news-roundup-key-developments-march-25-26-2026/,Closest winner still weak: https://bitcoininfonews.com/crypto-news-march-25-26-2026/,404,,keep_404
https://bitcoininfonews.com/crypto-news-today-key-overnight-developments-march-26-27-2026/,Closest winner still weak: https://bitcoininfonews.com/crypto-news-today-march-27-2026/,404,,keep_404
https://bitcoininfonews.com/delaware-bill-proposes-banking-regulation-for-stablecoins/,Closest winner still weak: https://bitcoininfonews.com/delaware-stablecoin-bill-banking-regulation/,404,,keep_404
https://bitcoininfonews.com/delaware-bill-proposes-banking-regulation-stablecoins/,Closest winner still weak: https://bitcoininfonews.com/delaware-stablecoin-bill-banking-regulation/,404,,keep_404
https://bitcoininfonews.com/drift-protocol-flags-unusual-activity-warns-users/,Closest winner still weak: https://bitcoininfonews.com/drift-protocol-unusual-activity-solana-users-warned/,404,,keep_404
https://bitcoininfonews.com/ecb-defi-dao-governance-tokens-may-not-qualify-for-mica-exemptions/,Closest winner still weak: https://bitcoininfonews.com/ecb-paper-defi-dao-governance-tokens-mica-exemption/,404,,keep_404
https://bitcoininfonews.com/ecb-defi-dao-governance-tokens-may-not-qualify-mica-exemptions/,Closest winner still weak: https://bitcoininfonews.com/ecb-paper-defi-dao-governance-tokens-mica-exemption/,404,,keep_404
https://bitcoininfonews.com/ethereum-spot-etf-outflows-48-million-8th-day/,Closest winner still weak: https://bitcoininfonews.com/ethereum-spot-etf-outflows-59-million-march-2026/,404,,keep_404
https://bitcoininfonews.com/ethereum-spot-etf-outflows-hit-48-5m-for-8th-straight-day/,Closest winner still weak: https://bitcoininfonews.com/ethereum-spot-etf-outflows-eighth-consecutive-day/,404,,keep_404
https://bitcoininfonews.com/ethereum-spot-etf-records-55-7m-net-outflow-latest-session/,Closest winner still weak: https://bitcoininfonews.com/ethereum-spot-etf-net-outflow-55-million/,404,,keep_404
https://bitcoininfonews.com/ethereum-spot-etfs-92-5m-outflow-seventh-consecutive-day/,Closest winner still weak: https://bitcoininfonews.com/ethereum-spot-etf-outflows-eighth-consecutive-day/,404,,keep_404
https://bitcoininfonews.com/ethereum-spot-etfs-bleed-59-94m-weekly-outflows-blackrock-etha/,Closest winner still weak: https://bitcoininfonews.com/ethereum-spot-etf-outflows-207-million-blackrock-etha/,404,,keep_404
https://bitcoininfonews.com/ethereum-spot-etfs-post-92-5m-outflow-seventh-consecutive-day-in-the-red/,Closest winner still weak: https://bitcoininfonews.com/ethereum-spot-etf-outflows-eighth-consecutive-day/,404,,keep_404
https://bitcoininfonews.com/ethereum-spot-etfs-record-207m-net-outflows-as-blackrocks-etha-sheds-285m/,Closest winner still weak: https://bitcoininfonews.com/ethereum-spot-etf-outflows-207-million-blackrock-etha/,404,,keep_404
https://bitcoininfonews.com/ethereum-world-reserve-asset-emerges/url1,No live winner candidate shared enough tokens.,404,,keep_404_no_candidate
https://bitcoininfonews.com/ethereum-world-reserve-asset-emerges/url2,No live winner candidate shared enough tokens.,404,,keep_404_no_candidate
https://bitcoininfonews.com/ethereum-world-reserve-asset-emerges/url3,No live winner candidate shared enough tokens.,404,,keep_404_no_candidate
https://bitcoininfonews.com/ethereum-world-reserve-asset-emerges/url4,No live winner candidate shared enough tokens.,404,,keep_404_no_candidate
https://bitcoininfonews.com/ethereum-world-reserve-asset-emerges/url5,No live winner candidate shared enough tokens.,404,,keep_404_no_candidate
https://bitcoininfonews.com/evernorth-amended-sec-filing-deepens-xrp-role-in-crypto-market-structure/,Closest winner still weak: https://bitcoininfonews.com/congress-crypto-market-structure-bill/,404,,keep_404
https://bitcoininfonews.com/fed-governor-milan-still-expects-four-rate-cuts-in-2026/,Closest winner still weak: https://bitcoininfonews.com/federal-reserve-governor-milan-four-rate-cuts-2026/,404,,keep_404
https://bitcoininfonews.com/fed-key-cash-backstop-almost-empty-crypto-markets/,Closest winner still weak: https://bitcoininfonews.com/fed-rate-cut-odds-bitcoin-crypto-markets/,404,,keep_404
https://bitcoininfonews.com/fed-rate-hike-odds-top-30-bank-of-america-conditions,Closest winner still weak: https://bitcoininfonews.com/fed-rate-hike-probability-2026-bank-of-america-three-conditions/,404,,keep_404
https://bitcoininfonews.com/feds-key-cash-backstop-almost-empty-crypto-markets/,Closest winner still weak: https://bitcoininfonews.com/psg-bitcoin-investment-crypto-markets/,404,,keep_404
https://bitcoininfonews.com/feds-waller-says-rate-hikes-not-necessary-what-it-means-for-bitcoin/,Closest winner still weak: https://bitcoininfonews.com/fed-governor-waller-interest-rate-hike-not-necessary-bitcoin/,404,,keep_404
https://bitcoininfonews.com/fet-token-price-surges-66-as-ai-crypto-momentum-builds-but-signals-flash-caution/,Closest winner still weak: https://bitcoininfonews.com/fet-token-price-surge-66-percent-ai-crypto/,404,,keep_404
https://bitcoininfonews.com/fet-token-price-surges-ai-crypto-momentum/,Closest winner still weak: https://bitcoininfonews.com/fet-token-price-surge-66-percent-ai-crypto/,404,,keep_404
https://bitcoininfonews.com/fluid-suspends-usr-marketplace-promises-full-compensation-for-affected-users/,Closest winner still weak: https://bitcoininfonews.com/fluid-usr-marketplace-suspended-compensation/,404,,keep_404
https://bitcoininfonews.com/gate-integrates-polymarket-launches-1000-gt-incentive-program-trend-proposals/,Closest winner still weak: https://bitcoininfonews.com/gate-polymarket-integration-1000-gt-incentive-program/,404,,keep_404
https://bitcoininfonews.com/gate-integrates-with-polymarket-launches-1000-gt-incentive-program-for-trend-proposals/,Closest winner still weak: https://bitcoininfonews.com/gate-polymarket-integration-1000-gt-incentive-program/,404,,keep_404
https://bitcoininfonews.com/gate-research-bitcoin-and-ethereum-enter-trend-release-phase-as-etf-inflows-and-short-covering-surge/,Closest winner still weak: https://bitcoininfonews.com/gate-research-btc-eth-trend-release-phase-etf-inflows-short-covering/,404,,keep_404
https://bitcoininfonews.com/gate-research-crypto-implied-volatility-stays-high-as-gold-and-oil-vol-retreats/,Closest winner still weak: https://bitcoininfonews.com/gate-research-cryptocurrency-implied-volatility-high-gold-oil-retreat/,404,,keep_404
https://bitcoininfonews.com/gate-research-crypto-implied-volatility-stays-high/,Closest winner still weak: https://bitcoininfonews.com/gate-research-cryptocurrency-implied-volatility-high-gold-oil-retreat/,404,,keep_404
https://bitcoininfonews.com/genius-act-stablecoin-rule-proposal-reaches-treasury/,Closest winner still weak: https://bitcoininfonews.com/treasury-genius-act-stablecoin-rulemaking/,404,,keep_404
https://bitcoininfonews.com/goldman-sachs-152m-xrp-etf-50-percent-downside-risk/,Closest winner still weak: https://bitcoininfonews.com/goldman-sachs-xrp-etf-152-million-downside-risk/,404,,keep_404
https://bitcoininfonews.com/goldman-sachs-holds-152m-in-xrp-etf-yet-xrp-faces-50-downside-risk/,Closest winner still weak: https://bitcoininfonews.com/goldman-sachs-xrp-etf-152-million-downside-risk/,404,,keep_404
https://bitcoininfonews.com/goliath-ventures-files-bankruptcy-amid-328-million-crypto-ponzi-allegations/,Closest winner still weak: https://bitcoininfonews.com/goliath-ventures-bankruptcy-328-million-ponzi-scheme/,404,,keep_404
https://bitcoininfonews.com/hashdex-crypto-index-etf-adds-cardano-chainlink-7-assets/,Closest winner still weak: https://bitcoininfonews.com/hashdex-crypto-index-etf-adds-ada-link-seven-assets/,404,,keep_404
https://bitcoininfonews.com/hashdex-crypto-index-etf-adds-cardano-chainlink/,Closest winner still weak: https://bitcoininfonews.com/hashdex-crypto-index-etf-adds-ada-link-seven-assets/,404,,keep_404
https://bitcoininfonews.com/hk-securities-association-head-flags-controversy-over-virtual-asset-brokerage-registration-rules/,Closest winner still weak: https://bitcoininfonews.com/hong-kong-virtual-asset-brokerage-registration-controversy/,404,,keep_404
https://bitcoininfonews.com/hk-securities-association-virtual-asset-brokerage-registration-rules/,Closest winner still weak: https://bitcoininfonews.com/hong-kong-virtual-asset-brokerage-registration-controversy/,404,,keep_404
