cluster_title,cluster_size,cluster_type,url,path,unique_inlinks,word_count,keeper_url,keeper_path,recommended_action,confidence,note
"Cronos ETP Gains Investor Interest, Ethereum Targets $2,500, but Unstaked Offers Smart Entry at $0.007535",2,exact_title_duplicate_with_suffix,https://theccpress.com/cronos-etp-gains-investor-interest-ethereum-targets-2500-but-unstaked-offers-smart-entry-at-0-007535/,/cronos-etp-gains-investor-interest-ethereum-targets-2500-but-unstaked-offers-smart-entry-at-0-007535/,3,1881,https://theccpress.com/cronos-etp-gains-investor-interest-ethereum-targets-2500-but-unstaked-offers-smart-entry-at-0-007535/,/cronos-etp-gains-investor-interest-ethereum-targets-2500-but-unstaked-offers-smart-entry-at-0-007535/,keep,high,preferred keeper for this duplicate cluster
CrossCurve Bridge Exploited for $3 Million,2,exact_title_duplicate,https://theccpress.com/crosscurve-bridge-exploit-three-million/,/crosscurve-bridge-exploit-three-million/,3,939,https://theccpress.com/crosscurve-bridge-exploit-three-million/,/crosscurve-bridge-exploit-three-million/,keep,high,preferred keeper for this duplicate cluster
CrossCurve Bridge Exploited for $3 Million,2,exact_title_duplicate,https://theccpress.com/crosscurve-bridge-exploited-millions-impacts/,/crosscurve-bridge-exploited-millions-impacts/,3,904,https://theccpress.com/crosscurve-bridge-exploit-three-million/,/crosscurve-bridge-exploit-three-million/,review_301,medium,exact duplicate title but keeper still needs human confirmation
Crypto Liquidations Exceed $712 Million in 24 Hours,2,exact_title_duplicate,https://theccpress.com/crypto-liquidations-712-million-day-analysis/,/crypto-liquidations-712-million-day-analysis/,3,1235,https://theccpress.com/crypto-liquidations-712-million-impact/,/crypto-liquidations-712-million-impact/,review_301,medium,exact duplicate title but keeper still needs human confirmation
Crypto Liquidations Exceed $712 Million in 24 Hours,2,exact_title_duplicate,https://theccpress.com/crypto-liquidations-712-million-impact/,/crypto-liquidations-712-million-impact/,3,882,https://theccpress.com/crypto-liquidations-712-million-impact/,/crypto-liquidations-712-million-impact/,keep,high,preferred keeper for this duplicate cluster
DeFi Development Corp Files $1 Billion SEC Registration,2,exact_title_duplicate,https://theccpress.com/defi-development-corp-sec-filing/,/defi-development-corp-sec-filing/,3,898,https://theccpress.com/defi-development-corp-sec-filing/,/defi-development-corp-sec-filing/,keep,high,preferred keeper for this duplicate cluster
DeFi Development Corp Files $1 Billion SEC Registration,2,exact_title_duplicate,https://theccpress.com/defi-development-corp-sec-registration/,/defi-development-corp-sec-registration/,3,932,https://theccpress.com/defi-development-corp-sec-filing/,/defi-development-corp-sec-filing/,review_301,medium,exact duplicate title but keeper still needs human confirmation
Deutsche Bank Warns of US Capital War Risk,2,exact_title_duplicate,https://theccpress.com/deutsche-bank-us-capital-war-warning/,/deutsche-bank-us-capital-war-warning/,3,938,https://theccpress.com/deutsche-bank-us-capital-war-warning/,/deutsche-bank-us-capital-war-warning/,keep,high,preferred keeper for this duplicate cluster
Deutsche Bank Warns of US Capital War Risk,2,exact_title_duplicate,https://theccpress.com/us-revenge-tax-capital-war/,/us-revenge-tax-capital-war/,2,845,https://theccpress.com/deutsche-bank-us-capital-war-warning/,/deutsche-bank-us-capital-war-warning/,review_301,medium,exact duplicate title but keeper still needs human confirmation
El Salvador Increases Bitcoin Holdings by 8 BTC,2,exact_title_duplicate,https://theccpress.com/el-salvador-bitcoin-holdings-increase/,/el-salvador-bitcoin-holdings-increase/,3,905,https://theccpress.com/el-salvador-bitcoin-holdings-increase/,/el-salvador-bitcoin-holdings-increase/,keep,high,preferred keeper for this duplicate cluster
El Salvador Increases Bitcoin Holdings by 8 BTC,2,exact_title_duplicate,https://theccpress.com/el-salvador-increases-bitcoin-holdings/,/el-salvador-increases-bitcoin-holdings/,3,957,https://theccpress.com/el-salvador-bitcoin-holdings-increase/,/el-salvador-bitcoin-holdings-increase/,review_301,medium,exact duplicate title but keeper still needs human confirmation
Freight Technologies Plans $20 Million Investment in Trump Tokens,2,exact_title_duplicate_with_suffix,https://theccpress.com/freight-technologies-invests-trump-tokens-2/,/freight-technologies-invests-trump-tokens-2/,3,944,https://theccpress.com/freight-technologies-trump-tokens-investment/,/freight-technologies-trump-tokens-investment/,301_now,high,exact duplicate title with one clean base URL and suffix duplicate
Freight Technologies Plans $20 Million Investment in Trump Tokens,2,exact_title_duplicate_with_suffix,https://theccpress.com/freight-technologies-trump-tokens-investment/,/freight-technologies-trump-tokens-investment/,3,876,https://theccpress.com/freight-technologies-trump-tokens-investment/,/freight-technologies-trump-tokens-investment/,keep,high,preferred keeper for this duplicate cluster
Galaxy Digital Sells $106M Ethereum for Solana,2,exact_title_duplicate,https://theccpress.com/ethereum-sale-galaxy-digital-solana/,/ethereum-sale-galaxy-digital-solana/,3,896,https://theccpress.com/ethereum-sale-galaxy-digital-solana/,/ethereum-sale-galaxy-digital-solana/,keep,high,preferred keeper for this duplicate cluster
Galaxy Digital Sells $106M Ethereum for Solana,2,exact_title_duplicate,https://theccpress.com/galaxy-digital-sells-ethereum-for-solana/,/galaxy-digital-sells-ethereum-for-solana/,3,1267,https://theccpress.com/ethereum-sale-galaxy-digital-solana/,/ethereum-sale-galaxy-digital-solana/,review_301,medium,exact duplicate title but keeper still needs human confirmation
IRS Appoints Trish Turner to Lead Digital Assets Division,2,exact_title_duplicate,https://theccpress.com/irs-leadership-change-digital-assets-unit/,/irs-leadership-change-digital-assets-unit/,3,867,https://theccpress.com/irs-trish-turner-digital-assets-leader/,/irs-trish-turner-digital-assets-leader/,review_301,medium,exact duplicate title but keeper still needs human confirmation
IRS Appoints Trish Turner to Lead Digital Assets Division,2,exact_title_duplicate,https://theccpress.com/irs-trish-turner-digital-assets-leader/,/irs-trish-turner-digital-assets-leader/,3,885,https://theccpress.com/irs-trish-turner-digital-assets-leader/,/irs-trish-turner-digital-assets-leader/,keep,high,preferred keeper for this duplicate cluster
James Wynn Closes $1.2B Bitcoin Position on Hyperliquid,2,exact_title_duplicate,https://theccpress.com/james-wynn-1-2b-bitcoin-position-closed-hyperliquid/,/james-wynn-1-2b-bitcoin-position-closed-hyperliquid/,3,902,https://theccpress.com/james-wynn-bitcoin-position-closure/,/james-wynn-bitcoin-position-closure/,review_301,medium,exact duplicate title but keeper still needs human confirmation
James Wynn Closes $1.2B Bitcoin Position on Hyperliquid,2,exact_title_duplicate,https://theccpress.com/james-wynn-bitcoin-position-closure/,/james-wynn-bitcoin-position-closure/,3,925,https://theccpress.com/james-wynn-bitcoin-position-closure/,/james-wynn-bitcoin-position-closure/,keep,high,preferred keeper for this duplicate cluster
MBS Global to Invest $9B in Maldives Blockchain Hub,2,exact_title_duplicate,https://theccpress.com/maldives-blockchain-hub-mbs-investment/,/maldives-blockchain-hub-mbs-investment/,3,914,https://theccpress.com/maldives-blockchain-hub-mbs-investment/,/maldives-blockchain-hub-mbs-investment/,keep,high,preferred keeper for this duplicate cluster
MBS Global to Invest $9B in Maldives Blockchain Hub,2,exact_title_duplicate,https://theccpress.com/mbs-global-maldives-blockchain-investment/,/mbs-global-maldives-blockchain-investment/,3,851,https://theccpress.com/maldives-blockchain-hub-mbs-investment/,/maldives-blockchain-hub-mbs-investment/,review_301,medium,exact duplicate title but keeper still needs human confirmation
Meta Shareholders Reject Bitcoin Treasury Proposal,2,exact_title_duplicate,https://theccpress.com/meta-shareholders-reject-bitcoin-proposal/,/meta-shareholders-reject-bitcoin-proposal/,3,875,https://theccpress.com/meta-shareholders-reject-bitcoin-proposal/,/meta-shareholders-reject-bitcoin-proposal/,keep,high,preferred keeper for this duplicate cluster
Meta Shareholders Reject Bitcoin Treasury Proposal,2,exact_title_duplicate,https://theccpress.com/meta-shareholders-reject-bitcoin-treasury-proposal/,/meta-shareholders-reject-bitcoin-treasury-proposal/,3,1288,https://theccpress.com/meta-shareholders-reject-bitcoin-proposal/,/meta-shareholders-reject-bitcoin-proposal/,review_301,medium,exact duplicate title but keeper still needs human confirmation
Mexico Sues Google Over 'Gulf of America' Naming,2,exact_title_duplicate,https://theccpress.com/mexico-sues-google-gulf-america-naming/,/mexico-sues-google-gulf-america-naming/,3,886,https://theccpress.com/mexico-sues-google-gulf-naming/,/mexico-sues-google-gulf-naming/,review_301,medium,exact duplicate title but keeper still needs human confirmation
Mexico Sues Google Over 'Gulf of America' Naming,2,exact_title_duplicate,https://theccpress.com/mexico-sues-google-gulf-naming/,/mexico-sues-google-gulf-naming/,3,901,https://theccpress.com/mexico-sues-google-gulf-naming/,/mexico-sues-google-gulf-naming/,keep,high,preferred keeper for this duplicate cluster
Mexico Sues Google Over Gulf Name Change,2,exact_title_duplicate,https://theccpress.com/mexico-lawsuit-google-gulf-name-dispute/,/mexico-lawsuit-google-gulf-name-dispute/,3,805,https://theccpress.com/mexico-sues-google-gulf-of-america/,/mexico-sues-google-gulf-of-america/,review_301,medium,exact duplicate title but keeper still needs human confirmation
Mexico Sues Google Over Gulf Name Change,2,exact_title_duplicate,https://theccpress.com/mexico-sues-google-gulf-of-america/,/mexico-sues-google-gulf-of-america/,3,889,https://theccpress.com/mexico-sues-google-gulf-of-america/,/mexico-sues-google-gulf-of-america/,keep,high,preferred keeper for this duplicate cluster
Nike Faces $5M Lawsuit After RTFKT Shutdown,2,exact_title_duplicate,https://theccpress.com/nike-lawsuit-rtfkt-nft-shutdown/,/nike-lawsuit-rtfkt-nft-shutdown/,3,882,https://theccpress.com/nike-sued-rtfkt-nft-shutdown/,/nike-sued-rtfkt-nft-shutdown/,review_301,medium,exact duplicate title but keeper still needs human confirmation
Nike Faces $5M Lawsuit After RTFKT Shutdown,2,exact_title_duplicate,https://theccpress.com/nike-sued-rtfkt-nft-shutdown/,/nike-sued-rtfkt-nft-shutdown/,3,903,https://theccpress.com/nike-sued-rtfkt-nft-shutdown/,/nike-sued-rtfkt-nft-shutdown/,keep,high,preferred keeper for this duplicate cluster
Robert Kiyosaki Endorses Bitcoin for Network Strength,2,exact_title_duplicate,https://theccpress.com/robert-kiyosaki-bitcoin-network-benefits/,/robert-kiyosaki-bitcoin-network-benefits/,3,904,https://theccpress.com/robert-kiyosaki-bitcoin-network-benefits/,/robert-kiyosaki-bitcoin-network-benefits/,keep,high,preferred keeper for this duplicate cluster
Robert Kiyosaki Endorses Bitcoin for Network Strength,2,exact_title_duplicate,https://theccpress.com/robert-kiyosaki-bitcoin-network-investment/,/robert-kiyosaki-bitcoin-network-investment/,3,1280,https://theccpress.com/robert-kiyosaki-bitcoin-network-benefits/,/robert-kiyosaki-bitcoin-network-benefits/,review_301,medium,exact duplicate title but keeper still needs human confirmation
Rumble to Launch Bitcoin and Stablecoin Wallet in 2025,2,exact_title_duplicate_with_suffix,https://theccpress.com/rumble-bitcoin-stablecoin-wallet-2025/,/rumble-bitcoin-stablecoin-wallet-2025/,3,898,https://theccpress.com/rumble-bitcoin-stablecoin-wallet-2025/,/rumble-bitcoin-stablecoin-wallet-2025/,keep,high,preferred keeper for this duplicate cluster
Rumble to Launch Bitcoin and Stablecoin Wallet in 2025,2,exact_title_duplicate_with_suffix,https://theccpress.com/rumble-launch-bitcoin-stablecoin-wallet-2025/,/rumble-launch-bitcoin-stablecoin-wallet-2025/,3,851,https://theccpress.com/rumble-bitcoin-stablecoin-wallet-2025/,/rumble-bitcoin-stablecoin-wallet-2025/,review_301,medium,exact duplicate title but keeper still needs human confirmation
SEC Delays Decision on Truth Social Bitcoin ETF,2,exact_title_duplicate_with_suffix,https://theccpress.com/sec-delays-truth-social-bitcoin-etf-2/,/sec-delays-truth-social-bitcoin-etf-2/,3,931,https://theccpress.com/sec-delays-truth-social-bitcoin-etf-3/,/sec-delays-truth-social-bitcoin-etf-3/,review_301,medium,exact duplicate title but keeper still needs human confirmation
SEC Delays Decision on Truth Social Bitcoin ETF,2,exact_title_duplicate_with_suffix,https://theccpress.com/sec-delays-truth-social-bitcoin-etf-3/,/sec-delays-truth-social-bitcoin-etf-3/,3,993,https://theccpress.com/sec-delays-truth-social-bitcoin-etf-3/,/sec-delays-truth-social-bitcoin-etf-3/,keep,high,preferred keeper for this duplicate cluster
SHIB Surges as Experts Spot Best Crypto Presales to Buy Now,2,exact_title_duplicate_with_suffix,https://theccpress.com/shib-surges-as-experts-spot-best-crypto-presales-to-buy-now-2/,/shib-surges-as-experts-spot-best-crypto-presales-to-buy-now-2/,3,2146,https://theccpress.com/shib-surges-as-experts-spot-best-crypto-presales-to-buy-now/,/shib-surges-as-experts-spot-best-crypto-presales-to-buy-now/,301_now,high,exact duplicate title with one clean base URL and suffix duplicate
SHIB Surges as Experts Spot Best Crypto Presales to Buy Now,2,exact_title_duplicate_with_suffix,https://theccpress.com/shib-surges-as-experts-spot-best-crypto-presales-to-buy-now/,/shib-surges-as-experts-spot-best-crypto-presales-to-buy-now/,13,2111,https://theccpress.com/shib-surges-as-experts-spot-best-crypto-presales-to-buy-now/,/shib-surges-as-experts-spot-best-crypto-presales-to-buy-now/,keep,high,preferred keeper for this duplicate cluster
Tim Draper Predicts Bitcoin to Reach $250K by 2025,2,exact_title_duplicate_with_suffix,https://theccpress.com/tim-draper-bitcoin-250k-forecast-2025/,/tim-draper-bitcoin-250k-forecast-2025/,3,822,https://theccpress.com/tim-draper-bitcoin-250k-forecast-2025/,/tim-draper-bitcoin-250k-forecast-2025/,keep,high,preferred keeper for this duplicate cluster
Tim Draper Predicts Bitcoin to Reach $250K by 2025,2,exact_title_duplicate_with_suffix,https://theccpress.com/tim-draper-bitcoin-250k-prediction-2025-2/,/tim-draper-bitcoin-250k-prediction-2025-2/,3,845,https://theccpress.com/tim-draper-bitcoin-250k-forecast-2025/,/tim-draper-bitcoin-250k-forecast-2025/,review_301,medium,exact duplicate title but keeper still needs human confirmation
TON Foundation Appoints Maximilian Crown as CEO,2,exact_title_duplicate,https://theccpress.com/ton-foundation-appoints-maximilian-crown-ceo/,/ton-foundation-appoints-maximilian-crown-ceo/,3,898,https://theccpress.com/ton-foundation-appoints-new-ceo/,/ton-foundation-appoints-new-ceo/,review_301,medium,exact duplicate title but keeper still needs human confirmation
TON Foundation Appoints Maximilian Crown as CEO,2,exact_title_duplicate,https://theccpress.com/ton-foundation-appoints-new-ceo/,/ton-foundation-appoints-new-ceo/,3,883,https://theccpress.com/ton-foundation-appoints-new-ceo/,/ton-foundation-appoints-new-ceo/,keep,high,preferred keeper for this duplicate cluster
VanEck Registers Lido Staked Ethereum Trust in Delaware,2,exact_title_duplicate,https://theccpress.com/vaneck-lido-staked-ethereum-trust-delaware/,/vaneck-lido-staked-ethereum-trust-delaware/,3,965,https://theccpress.com/vaneck-lido-staked-ethereum-trust-delaware/,/vaneck-lido-staked-ethereum-trust-delaware/,keep,high,preferred keeper for this duplicate cluster
VanEck Registers Lido Staked Ethereum Trust in Delaware,2,exact_title_duplicate,https://theccpress.com/vaneck-lido-staked-ethereum-trust-registration/,/vaneck-lido-staked-ethereum-trust-registration/,3,950,https://theccpress.com/vaneck-lido-staked-ethereum-trust-delaware/,/vaneck-lido-staked-ethereum-trust-delaware/,review_301,medium,exact duplicate title but keeper still needs human confirmation
Vietnam Partners with Bybit for Crypto Trading Pilot,2,exact_title_duplicate_with_suffix,https://theccpress.com/vietnam-bybit-crypto-trading-pilot-2/,/vietnam-bybit-crypto-trading-pilot-2/,3,849,https://theccpress.com/vietnam-bybit-crypto-trading-pilot/,/vietnam-bybit-crypto-trading-pilot/,301_now,high,exact duplicate title with one clean base URL and suffix duplicate
Vietnam Partners with Bybit for Crypto Trading Pilot,2,exact_title_duplicate_with_suffix,https://theccpress.com/vietnam-bybit-crypto-trading-pilot/,/vietnam-bybit-crypto-trading-pilot/,3,1255,https://theccpress.com/vietnam-bybit-crypto-trading-pilot/,/vietnam-bybit-crypto-trading-pilot/,keep,high,preferred keeper for this duplicate cluster
Whale Transfers 29 Million XRP to Coinbase,2,exact_title_duplicate_with_suffix,https://theccpress.com/whale-transfers-29-million-xrp-coinbase-2/,/whale-transfers-29-million-xrp-coinbase-2/,3,919,https://theccpress.com/whale-transfers-29-million-xrp-coinbase/,/whale-transfers-29-million-xrp-coinbase/,301_now,high,exact duplicate title with one clean base URL and suffix duplicate
Whale Transfers 29 Million XRP to Coinbase,2,exact_title_duplicate_with_suffix,https://theccpress.com/whale-transfers-29-million-xrp-coinbase/,/whale-transfers-29-million-xrp-coinbase/,3,908,https://theccpress.com/whale-transfers-29-million-xrp-coinbase/,/whale-transfers-29-million-xrp-coinbase/,keep,high,preferred keeper for this duplicate cluster
